cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,total
Sao Paulo,350,4,5,5,17,1,1,2400,15000,2400,19990
Rio de Janeiro,57,1,1,0,2,1,0,200,1100,10,1325
Campinas,48,1,1,0,9,1,0,350,650,21,1030
Rio de Janeiro,30,1,1,0,8,1,0,390,800,25,1226
Campinas,198,6,3,4,0,1,0,0,2000,145,2176
Porto Alegre,47,1,1,0,2,0,0,300,1000,59,1374
Porto Alegre,60,2,1,1,3,1,0,250,800,22,1084
Sao Paulo,230,3,3,0,9,1,1,1700,5000,109,6873
Belo Horizonte,90,2,1,1,0,0,0,0,1520,0,1545
Rio de Janeiro,129,3,2,1,8,1,1,1200,3255,167,4664
Sao Paulo,240,4,4,4,22,1,0,1980,6672,417,9154
Porto Alegre,55,1,1,0,14,1,0,700,1020,29,1764
Porto Alegre,52,1,1,0,0,1,0,150,1200,42,1410
Sao Paulo,250,3,4,3,8,1,0,1610,6000,1089,8776
Sao Paulo,200,3,2,2,19,1,0,2573,10000,1121,13820
Belo Horizonte,312,4,3,3,1,1,0,1498,2300,463,4292
Sao Paulo,230,5,5,3,0,1,0,0,9900,620,10670
Sao Paulo,72,2,2,2,9,1,0,750,2480,209,3471
Sao Paulo,55,2,1,0,5,1,1,620,2400,24,3075
Rio de Janeiro,72,2,2,1,2,0,1,914,3600,133,4694
Sao Paulo,50,2,1,0,0,1,0,0,1200,83,1302
Sao Paulo,17,1,1,0,1,1,0,0,2700,5,2740
Belo Horizonte,160,3,3,2,4,1,0,150,2400,263,2845
Sao Paulo,214,4,4,3,5,1,0,2638,6520,1187,10430
Rio de Janeiro,65,1,1,0,0,1,0,300,1800,30,2154
Sao Paulo,136,3,2,1,10,0,1,1300,6500,267,8114
Porto Alegre,70,2,2,1,6,1,0,440,1900,57,2425
Porto Alegre,38,1,1,0,2,1,0,340,650,350,1350
Sao Paulo,450,8,5,5,0,1,0,0,8000,1000,9121
Rio de Janeiro,67,2,1,1,2,1,0,1217,2200,130,3576
Sao Paulo,20,1,1,0,1,0,0,0,1100,35,1149
Sao Paulo,41,1,1,0,12,1,0,290,1530,60,1900
Sao Paulo,50,2,1,1,7,1,0,500,1550,7,2077
Sao Paulo,205,3,3,3,0,1,0,0,5525,575,6184
Sao Paulo,100,3,2,1,0,1,0,0,3300,500,3850
Sao Paulo,190,3,4,4,16,1,1,2849,15000,1160,19200
Belo Horizonte,45,2,1,0,0,1,0,0,1350,0,1373
Campinas,57,1,1,1,2,1,0,605,800,66,1482
Porto Alegre,88,1,2,2,3,1,0,340,1600,40,2004
Sao Paulo,70,1,1,1,10,1,1,459,3400,80,3983
Sao Paulo,76,2,2,0,11,1,1,646,2800,0,3482
Rio de Janeiro,36,1,1,0,10,1,0,450,1370,29,1867
Porto Alegre,61,2,2,2,11,1,0,445,2500,42,3024
Sao Paulo,280,4,3,6,0,1,1,0,12500,706,13390
Sao Paulo,480,5,6,3,0,1,0,0,5000,1000,6076
Campinas,45,1,1,1,17,1,1,0,1950,0,1975
Sao Paulo,42,1,1,0,9,1,1,1290,1500,184,2994
Porto Alegre,62,2,1,0,4,1,0,352,736,28,1127
Sao Paulo,38,2,1,0,2,1,0,90,1500,0,1610
Sao Paulo,44,1,1,1,8,0,1,578,2400,0,3009
Sao Paulo,75,3,2,2,11,1,0,630,2800,167,3633
Rio de Janeiro,66,2,1,1,2,1,0,650,1250,0,1917
Sao Paulo,125,3,3,2,0,1,0,0,2800,38,2881
Campinas,62,2,1,2,7,1,0,609,1500,90,2219
Sao Paulo,77,2,1,1,5,1,0,1148,3100,464,4752
Sao Paulo,136,2,4,2,7,1,0,1540,4800,242,6643
Sao Paulo,200,4,2,1,5,1,0,2115,5000,328,7507
Sao Paulo,35,1,1,0,1,0,0,250,1305,0,1572
Sao Paulo,250,4,3,2,0,1,1,10,4500,100,4678
Sao Paulo,90,2,2,2,0,1,1,0,4100,0,4162
Campinas,72,2,2,1,7,1,0,480,850,9,1350
Sao Paulo,168,3,3,5,16,1,0,1675,3500,184,5404
Porto Alegre,360,3,4,3,5,1,1,4000,13200,500,17890
Campinas,38,1,1,1,9,1,0,500,740,30,1280
Sao Paulo,23,1,1,1,26,1,0,487,2300,59,2876
Porto Alegre,440,3,3,3,7,0,0,100,10500,84,10840
Sao Paulo,120,3,3,2,9,1,1,1200,3500,109,4854
Rio de Janeiro,90,2,2,0,5,1,0,830,2500,84,3447
Porto Alegre,125,4,2,0,7,1,0,1006,1632,150,2802
Sao Paulo,200,3,4,3,6,1,1,1800,5058,1200,8123
Sao Paulo,190,3,3,2,5,1,0,1800,3260,292,5394
Belo Horizonte,123,3,2,1,3,1,0,363,2600,143,3141
Campinas,53,2,1,1,0,1,0,284,2000,41,2351
Rio de Janeiro,70,2,1,1,2,1,0,560,2180,60,2829
Sao Paulo,90,2,2,2,17,1,1,1500,12200,454,14310
Sao Paulo,95,3,2,0,0,1,0,0,1590,0,1614
Campinas,74,3,1,1,4,1,0,474,900,40,1426
Sao Paulo,64,1,1,1,15,0,0,620,3600,0,4266
Sao Paulo,155,4,5,3,14,0,0,1850,6000,625,8552
Rio de Janeiro,125,3,1,2,3,0,0,1000,2200,159,3388
Sao Paulo,40,1,1,1,9,1,1,350,1580,25,1976
Porto Alegre,350,3,2,4,0,1,1,0,6522,492,7130
Belo Horizonte,417,3,5,8,0,1,0,0,7650,450,8226
Porto Alegre,350,4,4,4,0,1,0,0,6000,192,6299
Sao Paulo,40,1,1,1,8,0,0,440,2800,100,3376
Sao Paulo,30,1,1,1,15,0,1,668,3500,127,4340
Sao Paulo,142,3,4,2,4,1,0,1100,4500,375,6033
Porto Alegre,110,3,3,2,5,1,1,1300,4000,300,5659
Sao Paulo,100,4,4,1,0,1,0,0,10000,9,10160
Sao Paulo,377,5,4,3,0,1,0,0,8000,900,9021
Sao Paulo,230,2,3,3,17,1,1,2575,8000,633,11310
Sao Paulo,35,1,1,0,5,0,1,450,1800,91,2348
Sao Paulo,32,1,1,1,16,1,0,533,2900,0,3470
Sao Paulo,74,2,1,1,5,1,0,569,2024,71,2672
Sao Paulo,147,2,3,4,19,1,0,2600,1200,375,4191
Sao Paulo,35,1,1,0,3,1,1,480,2500,60,3072
Rio de Janeiro,26,1,1,0,7,1,1,630,1500,84,2234
Sao Paulo,70,2,2,1,5,1,1,517,1700,5,2244
Sao Paulo,150,3,3,3,19,1,1,1800,2800,740,5376
Sao Paulo,200,3,3,2,0,1,0,0,8000,292,8413
Campinas,60,1,1,1,14,1,0,583,1100,49,1746
Sao Paulo,250,4,5,3,2,1,0,1700,2550,334,4617
Sao Paulo,44,1,2,0,12,0,1,3300,3300,126,6768
Sao Paulo,250,7,5,2,0,1,1,0,6000,0,6091
Sao Paulo,157,3,2,0,7,1,0,1325,4500,347,6230
Sao Paulo,97,2,2,0,1,1,0,1200,5600,0,6871
Belo Horizonte,548,4,7,6,17,1,0,5905,15000,2484,23590
Sao Paulo,28,1,1,0,1,1,0,0,1325,0,1342
Sao Paulo,250,3,4,0,1,1,1,2000,10000,1667,13790
Belo Horizonte,193,4,2,2,0,1,0,0,8900,255,9301
Belo Horizonte,428,5,5,4,0,1,1,0,9600,667,10430
Sao Paulo,50,2,1,0,2,0,0,200,950,0,1163
Sao Paulo,135,2,3,2,5,0,0,2000,12300,542,15000
Rio de Janeiro,103,2,2,1,8,1,0,530,1600,221,2372
Campinas,103,3,2,2,2,1,0,1500,1360,292,3170
Sao Paulo,80,3,2,1,0,1,0,740,1500,150,2410
Sao Paulo,160,3,3,2,10,1,0,1229,4000,390,5670
Sao Paulo,238,4,3,4,24,1,0,2980,10200,1816,15130
Belo Horizonte,500,7,4,4,0,1,0,0,5500,167,5758
Sao Paulo,580,5,5,4,4,1,0,9900,15000,2200,27290
Sao Paulo,80,1,1,0,0,1,0,0,1370,50,1441
Sao Paulo,210,4,5,3,12,1,1,2620,2975,1184,6817
Porto Alegre,106,3,3,1,7,1,0,900,2250,186,3369
Rio de Janeiro,30,1,1,0,11,1,0,500,1200,21,1737
Sao Paulo,156,3,2,1,0,1,0,0,2000,147,2178
Sao Paulo,60,1,1,1,0,1,0,0,1250,0,1269
Sao Paulo,200,3,4,0,2,1,0,3672,3600,780,8098
Sao Paulo,70,2,2,0,1,1,0,280,1000,138,1431
Sao Paulo,177,4,5,4,5,1,0,1500,9200,959,11780
Sao Paulo,103,3,3,2,0,1,0,735,2500,19,3292
Sao Paulo,440,4,4,4,0,1,0,0,12000,2500,14680
Sao Paulo,65,2,1,1,8,1,1,600,1700,92,2414
Belo Horizonte,260,5,3,3,12,1,0,2000,4000,487,6541
Sao Paulo,200,4,4,6,0,1,0,0,4320,375,4760
Sao Paulo,96,3,2,1,12,1,0,1122,3050,231,4442
Sao Paulo,68,2,2,1,2,1,1,690,2900,137,3764
Belo Horizonte,300,5,5,5,0,0,0,0,4500,450,5024
Sao Paulo,34,1,1,0,2,1,0,305,750,27,1092
Campinas,398,5,6,0,2,1,0,3500,8500,700,12810
Belo Horizonte,100,1,1,0,1,1,0,0,2600,0,2635
Belo Horizonte,176,4,5,3,6,1,1,2136,6500,704,9427
Belo Horizonte,90,2,2,2,4,0,1,500,4000,250,4804
Belo Horizonte,680,7,6,8,0,1,0,0,8000,428,8560
Belo Horizonte,220,4,3,0,9,1,1,3000,15000,1138,19340
Sao Paulo,110,2,2,2,0,0,0,0,2120,174,2326
Sao Paulo,180,3,2,1,2,1,1,1260,5500,255,7085
Sao Paulo,36,1,1,1,8,1,0,410,1800,93,2311
Belo Horizonte,450,4,4,4,8,1,0,2394,12700,836,16100
Rio de Janeiro,103,3,2,0,1,1,0,812,3300,336,4491
Porto Alegre,101,2,2,2,5,1,0,480,1800,500,2807
Sao Paulo,196,4,4,0,11,1,0,2450,6000,1458,9985
Rio de Janeiro,28,1,1,0,0,1,0,495,1980,68,2569
Sao Paulo,260,3,4,4,0,1,0,0,4500,0,4568
Sao Paulo,330,4,2,5,0,1,0,0,1870,400,2299
Rio de Janeiro,70,3,2,1,6,1,0,607,1189,96,1908
Rio de Janeiro,33,1,1,0,3,1,0,500,1200,13,1729
Sao Paulo,160,3,3,2,3,1,0,2200,10500,505,13340
Sao Paulo,60,2,1,1,9,1,0,506,1350,42,1916
Sao Paulo,36,1,1,1,1,1,0,130,1379,99,1618
Sao Paulo,20,1,1,0,1,1,1,0,2060,0,2087
Porto Alegre,70,2,1,0,1,1,0,375,750,26,1162
Sao Paulo,180,3,4,4,0,1,1,0,4700,2,4773
Sao Paulo,105,3,3,1,5,1,0,980,2150,0,3158
Sao Paulo,275,4,5,4,1,1,0,4200,9700,1334,15360
Belo Horizonte,450,2,2,5,0,1,0,0,1512,71,1608
Campinas,360,4,6,4,0,1,0,864,7700,300,8980
Sao Paulo,140,2,2,1,5,0,1,700,1900,150,2775
Sao Paulo,900,3,5,8,0,1,0,0,8000,2250,10370
Porto Alegre,152,3,5,3,9,1,0,1600,6000,321,8009
Sao Paulo,280,3,4,3,0,1,1,0,8000,500,8621
Sao Paulo,230,4,4,3,5,0,0,2564,2500,934,6030
Campinas,92,3,2,3,6,1,0,700,2100,167,2994
Belo Horizonte,58,1,1,1,0,1,0,0,1100,34,1153
Campinas,41,2,1,1,5,0,0,248,1193,0,1457
Sao Paulo,206,4,4,3,10,1,0,1890,12000,917,14960
Campinas,214,3,3,2,1,1,0,2016,5900,227,8218
Sao Paulo,110,2,2,1,18,1,0,1286,1710,0,3018
Belo Horizonte,100,2,1,0,0,1,0,0,777,25,815
Belo Horizonte,80,2,2,1,4,1,0,250,1200,0,1466
Belo Horizonte,311,3,4,3,20,0,0,3075,13000,1753,18000
Sao Paulo,200,2,3,2,1,1,1,1700,15000,667,17560
Campinas,96,3,2,2,10,1,0,800,3200,189,4230
Rio de Janeiro,140,4,2,1,1,0,0,1700,6000,380,8158
Sao Paulo,138,3,3,2,17,1,0,1100,7070,382,8642
Sao Paulo,140,3,3,1,6,1,1,2200,3900,359,6509
Rio de Janeiro,60,2,2,1,2,0,0,592,1250,0,1859
Sao Paulo,40,1,1,0,0,0,0,0,600,34,644
Sao Paulo,178,3,4,4,6,1,1,2700,10200,667,13700
Sao Paulo,140,3,3,2,0,1,1,0,4900,25,4999
Sao Paulo,72,2,1,0,1,1,0,864,1020,0,1897
Sao Paulo,117,2,1,1,5,0,1,720,2700,11,3466
Sao Paulo,35,1,1,1,1,1,0,0,977,30,1020
Porto Alegre,42,1,1,0,1,1,1,360,890,0,1263
Belo Horizonte,29,1,1,0,1,1,0,0,1100,8,1123
Sao Paulo,130,2,1,0,1,1,0,650,2150,9,2837
Rio de Janeiro,100,3,2,1,4,1,0,2350,5000,333,7748
Rio de Janeiro,39,1,1,0,4,1,0,450,609,44,1111
Sao Paulo,61,1,1,0,9,0,0,394,1600,0,2015
Campinas,750,4,5,5,0,0,0,0,10400,667,11220
Belo Horizonte,142,4,3,2,3,1,0,900,2700,277,3913
Campinas,650,4,4,8,0,1,0,0,7500,200,7813
Sao Paulo,69,2,2,0,0,1,0,0,1700,73,1799
Sao Paulo,100,2,2,4,0,1,0,0,2600,46,2686
Belo Horizonte,300,4,2,2,3,1,0,1750,8000,500,10360
Sao Paulo,190,3,4,3,14,1,1,1700,2740,900,5375
Rio de Janeiro,115,2,2,0,13,1,0,950,4500,2731,8239
Campinas,119,3,1,1,5,1,0,926,1200,100,2242
Sao Paulo,100,2,3,1,4,1,1,1200,1890,42,3156
Sao Paulo,55,2,1,1,3,1,0,400,1087,0,1501
Sao Paulo,44,1,1,1,2,1,1,724,3000,89,3852
Sao Paulo,316,4,6,4,18,1,1,4767,8000,1963,14830
Sao Paulo,83,2,3,2,0,1,0,200,3500,167,3920
Belo Horizonte,1000,5,7,8,0,1,0,0,14980,1904,17130
Sao Paulo,150,3,2,1,8,1,0,1172,4800,0,6033
Sao Paulo,53,2,1,1,7,1,0,450,4200,42,4746
Sao Paulo,49,2,1,1,0,1,0,400,970,4,1387
Campinas,185,3,3,2,6,1,0,1200,2200,100,3528
Rio de Janeiro,40,1,1,0,0,1,0,0,1200,20,1239
Sao Paulo,65,2,1,0,3,1,0,654,1140,9,1818
Sao Paulo,67,3,2,1,10,0,0,496,1560,72,2148
Sao Paulo,46,1,1,1,9,1,0,500,2200,35,2763
Campinas,205,3,2,1,2,1,0,950,2200,156,3334
Porto Alegre,550,5,5,3,0,1,0,0,9000,500,9660
Campinas,50,1,1,1,3,1,0,393,650,33,1085
Sao Paulo,266,4,5,4,7,1,0,2900,10900,1167,15110
Rio de Janeiro,280,3,2,2,10,1,1,3140,8000,1126,12370
Sao Paulo,1600,6,6,6,0,1,1,0,7600,1834,9549
Sao Paulo,70,1,1,0,4,1,0,760,2400,156,3347
Sao Paulo,84,3,2,2,8,0,0,700,2340,250,3320
Belo Horizonte,40,1,1,0,3,0,0,496,1000,116,1626
Rio de Janeiro,117,3,2,1,7,1,0,750,4110,384,5297
Sao Paulo,68,2,2,2,8,1,1,1030,3430,236,4740
Belo Horizonte,140,2,2,2,11,1,1,692,2800,104,3634
Sao Paulo,450,4,2,3,0,1,0,0,13000,1000,14200
Porto Alegre,44,1,2,0,3,1,0,140,1350,100,1610
Sao Paulo,40,1,1,1,3,1,1,686,3200,52,3979
Sao Paulo,70,1,2,1,1,1,1,1300,8250,209,9864
Sao Paulo,50,1,2,0,0,1,0,0,900,50,964
Belo Horizonte,405,2,3,0,7,1,0,3500,4000,699,8253
Sao Paulo,75,2,2,1,1,1,0,700,3160,165,4066
Belo Horizonte,80,3,3,1,3,1,0,560,1501,0,2081
Sao Paulo,450,4,5,6,0,1,0,0,12000,1334,13520
Sao Paulo,225,4,5,4,10,1,1,1600,7106,0,8797
Sao Paulo,250,3,2,3,35,1,1,2500,15000,1084,18780
Sao Paulo,60,2,1,1,5,0,0,965,2200,165,3358
Sao Paulo,31,1,1,1,9,0,1,1500,3400,150,5094
Sao Paulo,100,3,1,3,0,1,0,0,2000,164,2195
Belo Horizonte,20,1,1,0,6,0,0,420,1050,79,1563
Sao Paulo,200,3,4,8,0,1,0,0,7000,25,7131
Campinas,50,1,1,1,8,1,0,780,1690,62,2554
Sao Paulo,61,3,2,2,15,1,0,712,2200,90,3030
Sao Paulo,200,3,4,2,3,1,0,4475,9800,820,15220
Belo Horizonte,100,2,2,0,0,1,0,0,11000,100,11280
Sao Paulo,365,4,5,6,4,1,0,3722,13900,2588,20390
Sao Paulo,38,1,1,0,13,1,0,414,3000,64,3517
Rio de Janeiro,49,2,1,0,4,1,0,362,1350,58,1788
Sao Paulo,207,3,5,4,6,1,0,2400,12000,934,15490
Campinas,82,3,2,1,6,1,0,825,1500,142,2487
Sao Paulo,400,5,4,3,0,1,0,0,4000,250,4311
Rio de Janeiro,170,4,2,2,6,1,0,2420,9000,834,12370
Porto Alegre,105,3,2,2,3,1,1,370,2890,217,3520
Sao Paulo,383,4,4,5,2,1,0,2189,3004,709,5941
Sao Paulo,168,3,3,3,3,1,0,1605,2700,322,4662
Sao Paulo,53,2,2,1,10,1,1,1940,2400,389,4760
Porto Alegre,320,4,3,2,0,1,0,0,4500,125,4705
Sao Paulo,300,3,4,3,18,1,0,3500,9900,834,14360
Campinas,100,3,2,3,0,1,0,0,2200,0,2234
Sao Paulo,40,1,1,0,0,1,0,0,900,80,992
Sao Paulo,180,3,1,0,0,1,0,0,2500,334,2872
Sao Paulo,257,4,5,4,8,1,1,2730,7500,1107,11430
Sao Paulo,178,2,4,2,2,1,0,2300,7000,891,10280
Sao Paulo,179,3,3,0,9,0,1,1828,12000,472,14450
Porto Alegre,64,2,1,0,1,1,0,300,1750,42,2118
Porto Alegre,60,2,1,0,1,1,0,326,990,25,1356
Sao Paulo,55,1,1,1,11,0,0,696,2200,148,3072
Sao Paulo,50,1,1,0,8,0,0,470,1970,0,2465
Sao Paulo,82,3,2,2,19,0,0,470,1994,0,2490
Rio de Janeiro,60,1,1,1,7,1,0,650,1210,106,1982
Porto Alegre,40,1,1,1,9,0,1,1300,1200,68,2586
Campinas,230,4,4,8,0,1,0,0,5100,320,5497
Sao Paulo,73,2,1,1,2,1,0,680,1300,20,2017
Sao Paulo,79,2,2,1,1,1,1,600,2000,75,2701
Sao Paulo,230,3,4,2,3,1,0,2000,4800,292,7153
Rio de Janeiro,214,3,3,3,4,1,0,3575,14000,1050,18810
Sao Paulo,120,2,1,0,0,1,0,0,1500,90,1613
Sao Paulo,200,4,2,1,0,0,0,0,2500,334,2872
Porto Alegre,85,3,2,2,9,0,1,940,3300,102,4391
Sao Paulo,45,1,1,1,1,0,1,3000,5520,0,8590
Porto Alegre,30,1,1,0,4,1,0,198,755,22,987
Sao Paulo,57,2,2,1,3,1,0,476,2300,0,2806
Sao Paulo,500,4,7,3,0,1,0,0,15000,2500,17730
Sao Paulo,322,4,5,5,17,1,1,2700,15000,1875,19770
Sao Paulo,20,1,1,0,3,0,0,224,1530,0,1774
Porto Alegre,100,2,2,1,0,0,0,0,1346,0,1370
Sao Paulo,620,4,6,4,1,1,0,8133,15000,4520,27840
Porto Alegre,240,4,3,5,0,1,0,0,2500,120,2665
Sao Paulo,95,3,2,2,10,1,0,900,7000,142,8131
Sao Paulo,35,1,1,1,6,1,0,542,2100,99,2768
Belo Horizonte,325,5,4,7,0,1,1,0,8900,417,9463
Sao Paulo,58,3,1,1,1,1,1,456,2800,21,3313
Sao Paulo,200,4,4,3,6,0,0,1400,9000,1000,11520
Sao Paulo,92,3,2,2,2,1,0,1407,1100,250,2771
Belo Horizonte,65,2,1,1,9,1,0,450,1545,94,2096
Campinas,57,2,1,0,2,1,0,378,800,31,1220
Sao Paulo,50,2,1,1,2,1,0,400,1600,0,2021
Sao Paulo,165,4,5,2,4,1,1,2500,9500,315,12440
Rio de Janeiro,70,2,1,1,6,1,0,900,1900,122,2947
Sao Paulo,230,4,3,1,1,0,0,2400,4000,513,6964
Rio de Janeiro,34,1,1,0,3,0,1,820,2000,114,2960
Rio de Janeiro,25,1,1,0,0,0,0,0,660,0,671
Sao Paulo,50,2,1,1,2,1,0,0,1800,0,1823
Porto Alegre,120,3,2,2,2,1,1,700,2975,155,3874
Porto Alegre,60,2,1,1,0,1,0,0,1400,96,1521
Sao Paulo,67,2,2,1,8,1,0,980,2240,215,3464
Sao Paulo,22,1,1,0,26,1,0,384,2100,40,2551
Sao Paulo,197,3,1,2,0,1,0,0,2100,290,2422
Porto Alegre,105,3,3,1,3,1,1,1300,2300,130,3764
Sao Paulo,80,2,2,1,0,0,0,0,1556,0,1564
Belo Horizonte,140,4,2,2,5,0,0,820,2500,253,3607
Rio de Janeiro,70,2,2,1,9,1,0,1200,4000,184,5436
Porto Alegre,383,5,5,4,0,1,0,0,10000,250,10430
Sao Paulo,172,3,4,3,5,1,0,1650,9000,900,11670
Porto Alegre,57,2,2,1,6,0,0,425,1800,75,2327
Sao Paulo,32,1,1,1,23,1,0,1800,2000,416,4242
Belo Horizonte,341,10,6,7,0,1,0,0,5500,459,6050
Belo Horizonte,600,5,6,8,0,1,1,0,10500,642,11320
Sao Paulo,43,2,1,1,13,0,0,307,2000,18,2351
Campinas,98,3,2,1,1,1,0,727,1233,84,2060
Sao Paulo,36,2,1,0,6,1,0,590,1790,0,2403
Rio de Janeiro,42,1,1,0,4,1,1,500,2800,79,3416
Campinas,120,3,3,3,8,0,0,700,2700,167,3602
Rio de Janeiro,78,2,2,1,8,1,0,720,1400,290,2429
Sao Paulo,113,3,4,2,7,1,0,1600,4000,591,6242
Sao Paulo,47,2,1,1,1,0,0,560,1390,0,1968
Sao Paulo,60,2,2,1,5,1,0,478,1300,0,1795
Porto Alegre,77,2,1,0,1,0,0,0,1130,25,1172
Porto Alegre,75,2,2,1,3,1,0,200,1500,142,1864
Sao Paulo,60,3,1,1,3,1,0,470,1550,0,2040
Sao Paulo,240,3,4,3,9,1,0,2100,5800,825,8799
Sao Paulo,48,1,1,1,4,1,0,633,3400,114,4191
Belo Horizonte,70,3,1,1,8,1,0,395,1300,71,1784
Belo Horizonte,345,3,3,0,0,0,1,0,3500,150,3708
Sao Paulo,250,4,2,3,2,0,1,3000,15000,100,18290
Sao Paulo,158,4,4,3,4,1,1,1990,3500,589,6124
Porto Alegre,55,2,1,1,0,1,1,0,1300,34,1358
Rio de Janeiro,80,2,1,1,17,1,0,866,1820,235,2945
Porto Alegre,42,1,1,1,11,1,0,500,2200,50,2783
Sao Paulo,80,3,3,2,20,1,0,600,4450,242,5349
Sao Paulo,50,1,1,0,1,1,0,519,1550,28,2117
Rio de Janeiro,380,4,3,2,9,1,0,3220,15000,1348,19760
Sao Paulo,85,2,2,1,6,1,1,1200,5300,67,6635
Belo Horizonte,120,4,3,2,1,1,0,0,3250,0,3294
Sao Paulo,214,4,5,4,6,1,0,2235,3251,1026,6554
Sao Paulo,277,4,4,6,5,1,0,4200,3800,1947,9996
Campinas,50,2,1,1,4,1,0,330,1080,0,1424
Belo Horizonte,90,3,2,2,2,0,0,530,2000,159,2716
Sao Paulo,287,4,5,2,0,1,1,0,6000,317,6408
Sao Paulo,11,1,1,0,1,0,1,300,2000,42,2368
Porto Alegre,62,2,1,1,7,0,0,485,1620,54,2183
Sao Paulo,45,1,1,1,7,0,1,522,3100,120,3782
Porto Alegre,80,2,1,1,1,1,0,200,1650,70,1945
Sao Paulo,115,3,3,2,5,0,0,1000,4890,234,6186
Porto Alegre,110,2,2,1,3,1,1,600,1800,152,2579
Sao Paulo,162,3,3,2,4,1,0,1756,7000,367,9212
Rio de Janeiro,85,3,2,1,4,1,0,1250,1800,306,3380
Belo Horizonte,105,4,3,3,5,1,0,1148,1900,228,3302
Sao Paulo,180,2,2,5,0,1,0,1,3000,1,3048
Rio de Janeiro,80,2,1,0,9,1,0,330,831,159,1331
Sao Paulo,56,2,1,1,6,1,0,680,2200,11,2919
Sao Paulo,70,2,1,1,15,1,0,1049,1200,35,2300
Rio de Janeiro,70,1,2,1,6,0,0,1100,1200,85,2401
Belo Horizonte,75,3,1,1,4,0,0,482,1000,145,1641
Sao Paulo,420,4,6,4,0,1,0,300,6500,417,7315
Sao Paulo,279,3,3,8,0,1,1,0,3500,182,3735
Sao Paulo,160,4,4,2,0,1,0,0,2400,0,2437
Sao Paulo,41,1,1,0,0,1,0,250,1100,0,1364
Sao Paulo,97,2,2,2,3,1,0,1400,2200,42,3670
Porto Alegre,40,1,1,1,7,1,1,400,1400,36,1857
Sao Paulo,110,3,2,1,5,1,1,1217,3600,215,5078
Belo Horizonte,298,4,3,2,3,1,1,330,2500,300,3164
Belo Horizonte,87,4,2,2,2,1,0,370,1600,160,2152
Sao Paulo,150,5,5,4,3,0,1,1800,3700,917,6464
Sao Paulo,113,3,2,2,8,1,0,1750,2975,359,5122
Belo Horizonte,293,6,2,3,0,1,0,0,2600,138,2781
Sao Paulo,90,3,2,2,1,1,0,1017,2000,165,3208
Belo Horizonte,305,4,3,3,14,1,0,2500,9000,660,12280
Campinas,50,2,1,1,0,0,0,0,1040,277,1331
Sao Paulo,150,3,3,2,0,1,0,0,3300,135,3485
Porto Alegre,367,3,4,4,8,0,0,7000,15000,1032,23250
Rio de Janeiro,50,2,1,0,9,1,1,505,2350,64,2950
Sao Paulo,230,3,4,3,7,0,0,3200,8000,1167,12470
Sao Paulo,125,3,3,1,6,1,1,1600,5500,247,7417
Rio de Janeiro,140,3,2,1,4,1,0,1100,1350,95,2563
Sao Paulo,63,3,2,0,18,1,0,550,1800,0,2373
Sao Paulo,110,2,1,1,21,1,0,975,3300,234,4551
Sao Paulo,54,2,1,1,13,1,0,480,1610,0,2111
Porto Alegre,67,2,1,0,3,1,0,330,1523,50,1926
Sao Paulo,296,3,4,4,2,1,0,1860,8864,0,10840
Belo Horizonte,70,2,1,1,0,1,0,0,1000,75,1092
Sao Paulo,50,2,1,0,0,0,0,50,1100,0,1167
Sao Paulo,160,3,2,4,0,0,0,0,3500,0,3553
Sao Paulo,60,2,2,1,14,0,0,460,2200,20,2708
Sao Paulo,220,3,4,3,12,1,1,3120,8000,1034,12260
Sao Paulo,340,4,3,8,0,1,0,0,13000,1167,14360
Sao Paulo,52,2,1,0,1,0,0,50,1150,34,1249
Belo Horizonte,50,2,1,1,1,1,0,100,915,63,1091
Belo Horizonte,60,2,1,0,3,1,0,290,2200,80,2600
Sao Paulo,125,3,3,3,0,1,0,100,2450,15,2602
Sao Paulo,36,2,1,0,0,0,0,0,1080,0,1097
Belo Horizonte,100,3,2,1,5,1,0,730,1500,120,2370
Sao Paulo,550,4,7,3,0,1,1,0,11500,1650,13320
Sao Paulo,60,3,1,2,4,0,0,383,1105,0,1502
Campinas,48,1,1,0,4,0,0,490,500,17,1014
Sao Paulo,164,3,3,1,3,1,1,1795,9000,210,11120
Belo Horizonte,90,3,2,1,2,1,0,280,1200,100,1596
Porto Alegre,78,3,2,1,4,1,0,450,2800,75,3366
Sao Paulo,44,2,1,0,1,1,0,260,1125,0,1400
Belo Horizonte,180,3,3,2,1,1,0,1500,2950,267,4757
Campinas,82,3,2,1,1,1,0,650,1200,100,1966
Sao Paulo,49,1,1,1,7,1,1,830,2900,139,3906
Sao Paulo,400,5,4,5,0,0,0,0,13970,417,14590
Sao Paulo,74,2,3,2,26,1,0,450,3200,40,3731
Sao Paulo,110,2,1,1,0,1,0,0,1500,163,1686
Sao Paulo,58,1,1,1,1,1,1,475,3500,70,4090
Rio de Janeiro,23,1,1,0,5,0,0,320,1540,0,1880
Rio de Janeiro,95,3,2,1,3,1,0,1061,2500,67,3661
Sao Paulo,196,4,3,3,13,0,0,2420,5000,931,8415
Sao Paulo,70,2,1,0,0,1,0,0,2300,123,2458
Porto Alegre,148,2,1,2,3,1,0,385,1650,880,2940
Sao Paulo,70,2,1,0,2,1,0,1100,1280,0,2397
